Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Convex_Area,Equiv_Diameter,Eccentricity,Solidity,Extent,Roundness,Aspect_Ration,Compactness,Class
103935,1175.8988,453.07733,273.15747,87860,336.51282,0.7357052,0.9519004,0.64817816,0.7385609,1.6558318,0.7072816,1
86576,1305.5344,391.87964,235.23889,80131,340.14337,0.58726174,0.96256506,0.63288784,0.71480864,2.1809716,0.7331102,0
57557,1181.0068,405.50665,263.28745,66323,366.1966,0.63737166,0.95774925,0.5799651,0.71648717,2.0243893,0.71057355,1
94508,1217.1359,494.53333,223.31616,60985,258.3511,0.6730965,0.9549034,0.5902466,0.64134496,1.6551228,0.598006,1
68377,995.47473,394.12564,269.0156,88906,396.24835,0.60092807,0.94333994,0.53681225,0.7427272,2.4660726,0.7848567,0
61953,1269.6584,411.34027,256.09558,81058,372.35867,0.66238505,0.97026175,0.6356564,0.7807317,2.0295613,0.7434096,1
57919,1149.8901,446.5321,227.94131,74886,385.51007,0.64624023,0.9510415,0.58437365,0.7859389,2.3884704,0.8069639,1
68692,1213.5112,407.4602,291.72937,71782,357.9579,0.60232997,0.9319933,0.50027275,0.7416129,1.7373965,0.6963969,1
51309,1172.9236,404.91483,278.32373,72532,381.2212,0.6405413,0.9537627,0.56950676,0.72599083,2.042043,0.71918476,1
76858,1181.9326,403.67764,264.5641,68512,341.40964,0.6638389,0.945407,0.5808359,0.6569778,1.7769644,0.6662364,1
57591,1111.3933,489.58337,228.51556,79407,389.29303,0.6197976,0.94475466,0.56908935,0.8271744,2.468402,0.81287986,1
65711,1151.1257,412.24146,289.37238,74090,372.72632,0.6089193,0.9349036,0.54443455,0.75607413,1.9047228,0.73547065,1
73683,1095.4229,437.10007,258.487,66423,343.93817,0.62757117,0.9394722,0.5269934,0.7580241,1.932653,0.7986967,1
90547,1325.9746,481.594,282.12228,95113,327.0211,0.60553724,0.9495945,0.63375396,0.6749915,1.7450461,0.6604378,1
62571,1155.6284,415.3092,252.92453,67818,381.69876,0.68078977,0.9614099,0.64911294,0.71073514,2.170321,0.7595954,1
61132,1168.2976,398.2477,268.09076,66504,384.47327,0.6652224,0.95931685,0.6244366,0.7061861,2.1878967,0.7419322,1
92392,930.6105,479.31,214.92285,73128,349.63928,0.8147296,0.9486224,0.68881506,0.77230155,1.9174416,0.7021813,0
54379,1212.422,418.1486,272.7487,72401,374.1317,0.6273757,0.9469558,0.5544229,0.7484457,2.114853,0.72233355,1
65926,1158.0042,485.05234,237.34024,77601,381.94785,0.66414034,0.93460184,0.6017245,0.8134148,2.4785151,0.7588574,0
64999,1092.9537,383.89297,253.21628,70422,377.6259,0.67038697,0.95631856,0.5949278,0.7749344,2.100854,0.7182321,1
72137,1223.1232,404.87622,266.6017,68782,370.88248,0.6823664,0.95522326,0.6198447,0.7165874,2.1844938,0.72911626,1
70056,1128.439,392.78336,243.12518,66527,352.88574,0.6054456,0.9365302,0.5715345,0.7018808,1.9949422,0.75189114,0
100343,1314.8986,448.49237,258.7745,90877,305.31625,0.62869847,0.9579648,0.62688875,0.6852702,1.711559,0.6837659,1
74760,1091.6752,423.26147,283.30594,72912,367.2108,0.6669776,0.9442874,0.60015464,0.7490357,1.9902986,0.72019446,1
58355,1142.2861,412.3142,267.32794,61915,370.2627,0.5988219,0.92347825,0.4764512,0.78584504,1.932157,0.761317,1
58851,1107.3231,371.04053,257.71365,66432,387.48853,0.6605431,0.93061316,0.52487594,0.79941285,2.030276,0.7730238,1
64759,1094.7272,453.62585,265.12103,85694,405.42502,0.53176534,0.9337914,0.51855034,0.7177521,2.4238925,0.7986559,1
69873,1043.9132,391.1065,273.27026,79796,388.74442,0.5911373,0.9343374,0.5123246,0.7347613,2.2583241,0.7679057,1
82330,1020.4013,445.1462,212.89914,57809,303.06485,0.67088354,0.93681043,0.6229111,0.6409879,2.1467428,0.61187756,0
78044,1155.7917,396.15778,263.2709,81602,372.05865,0.7720323,0.9644901,0.63681877,0.8518588,2.1962433,0.7079425,0
63074,1154.1897,442.75095,255.84116,86134,392.92398,0.6512018,0.9602526,0.60504127,0.74785435,2.4137502,0.78224885,0
65783,1101.7885,403.63107,255.95523,72720,391.46533,0.65404844,0.9364432,0.59118044,0.7792729,2.1249957,0.8017037,0
64040,1295.1754,432.03754,270.04095,76329,346.25922,0.62371814,0.9522882,0.5743254,0.7140317,1.9257212,0.6859704,1
95036,1155.5199,389.29694,278.22766,78449,357.721,0.7427031,0.9551517,0.63961625,0.77265894,2.0180674,0.7506808,0
75482,1277.309,431.75946,251.07605,84935,356.93222,0.6177822,0.96507156,0.617084,0.65193266,2.194972,0.68888825,1
71012,1230.0576,467.51233,233.79034,78721,345.12326,0.6048751,0.9660781,0.60634,0.6768982,2.170764,0.68177664,1
54060,1112.8531,377.07468,245.74374,62414,378.05383,0.63223374,0.9327819,0.5473654,0.7481098,2.2165122,0.773493,1
91115,1065.5892,438.37625,222.70773,79263,365.08405,0.8112954,0.9517364,0.70452094,0.8132775,2.0520709,0.7315955,0
76598,1318.6647,440.7459,276.84973,83840,309.40344,0.6270492,0.9499739,0.5363016,0.6556641,1.3893957,0.6220805,1
98506,1289.2083,485.0818,266.9436,89711,305.67358,0.59322846,0.9551109,0.64236706,0.6443114,1.6113052,0.6574735,1
66936,1068.6229,411.92505,248.37427,64876,369.7116,0.67902136,0.93220377,0.5672829,0.7721202,2.1090293,0.7248227,1
80837,1177.9027,401.94702,293.39438,79423,359.51364,0.62007135,0.93676215,0.55064523,0.7203223,1.7249277,0.7308987,1
86884,1277.9845,437.45703,297.41785,82452,328.13196,0.59987164,0.9391957,0.5653631,0.6526888,1.4256202,0.7060536,1
79840,1351.4491,464.93018,256.08704,78644,283.27136,0.6221094,0.9474293,0.54930234,0.5661107,1.3477592,0.5954119,1
76855,1159.2856,508.3147,258.28473,117832,395.6562,0.6477888,0.96986526,0.6815362,0.78602093,2.6891565,0.830583,0
63272,1258.5801,442.06244,241.81822,86296,381.1996,0.67877525,0.96347994,0.5970604,0.7914899,2.3514867,0.754207,0
80998,1037.0999,412.4606,256.94345,60367,356.51624,0.7017114,0.93905634,0.59779584,0.70058835,2.0138133,0.7105987,1
51151,1149.1499,400.9969,265.9288,71490,384.2506,0.6455313,0.95435655,0.57819295,0.75404847,2.1107764,0.7452826,1
63033,1173.7065,397.4514,220.06342,69421,367.41534,0.6929405,0.95522386,0.6099794,0.7215191,2.3552685,0.8016809,1
75383,1372.408,661.9113,197.94707,117113,378.9436,0.66348475,0.9533964,0.7121246,0.9089045,3.1444001,0.84647,0
56766,1174.4244,478.05872,241.29323,84262,400.15466,0.60323274,0.9300404,0.55056655,0.8215686,2.545469,0.82411146,1
91038,1338.9541,456.25977,277.4373,84996,330.65622,0.6928235,0.9683458,0.66261697,0.76412493,2.0928292,0.7665509,1
71225,1276.1931,430.9958,261.96304,80008,339.45764,0.6019398,0.96527296,0.6269213,0.7299181,2.062928,0.7096912,1
70969,997.17004,390.21457,262.60193,82486,385.3957,0.6660884,0.9408029,0.5578589,0.786023,2.2093015,0.7757417,0
65567,1226.0465,401.17993,223.96082,72143,359.40625,0.6963928,0.95720434,0.610451,0.7373772,2.2156715,0.78796226,0
82174,1217.6758,429.72556,275.47607,71794,330.83292,0.62493616,0.9347953,0.5506117,0.6730707,1.6357363,0.6857436,1
73133,1189.7552,379.7341,274.35065,79780,374.7302,0.67428017,0.9486582,0.5692228,0.7809499,2.0336833,0.71559155,1
81335,1166.9684,416.0733,236.74083,75604,351.51532,0.710618,0.9486635,0.64408696,0.745937,1.9050131,0.7235646,0
64932,1046.5232,390.51678,267.914,81347,387.06403,0.63602227,0.94875723,0.5529948,0.7778491,2.3433175,0.75034523,1
109551,1208.8966,458.19843,254.24463,78588,307.96097,0.776242,0.94957215,0.6424398,0.7085657,1.6702055,0.68607914,1
63891,1123.7217,447.1639,258.78516,84184,401.63834,0.62329936,0.93480307,0.59493315,0.795878,2.338067,0.8443638,0
77723,1233.0269,421.03687,299.53705,77115,344.5892,0.59757674,0.93415415,0.53404784,0.68993455,1.5806758,0.70770013,1
96224,1138.1201,431.17438,248.86118,81619,346.82623,0.7721493,0.95628226,0.66072977,0.7887682,2.1021378,0.7089284,0
85687,1129.9624,403.88806,246.55704,68114,336.5863,0.7496981,0.95666385,0.6177832,0.71521205,1.8618573,0.688258,1
86465,1083.2688,449.45874,276.7427,72715,358.4707,0.7016326,0.9359462,0.57705915,0.78326374,1.9646122,0.701187,1
55400,1116.5343,388.90424,229.70541,64069,368.92197,0.63850313,0.93787074,0.5590802,0.7303594,2.2251174,0.7921939,1
75962,1100.5856,373.5357,273.9039,81727,374.34973,0.7090569,0.9460641,0.54516274,0.8064064,1.988879,0.7125955,1
65724,1093.0938,413.1856,270.0956,93178,393.55823,0.65712005,0.9553033,0.590572,0.7678803,2.4386146,0.76748854,0
52993,1140.8396,399.95706,272.46567,69596,379.6516,0.63082206,0.9440431,0.5486429,0.75731295,2.075014,0.7339745,1
79777,1250.8771,432.3691,196.23752,80435,336.48767,0.62250686,0.94290304,0.626001,0.72222185,2.4752116,0.70513076,0
83101,1107.9592,437.52197,276.60272,71488,355.7036,0.6787318,0.9339872,0.56895864,0.7552168,1.895081,0.69667757,1
75973,1242.4736,421.374,275.78342,74225,344.8084,0.6425677,0.93536687,0.533687,0.7320324,1.7842076,0.6971953,1
99375,1266.1537,470.59326,266.22205,80355,304.5549,0.6754714,0.9457468,0.6219002,0.6451827,1.5552237,0.64501435,1
89575,1162.4993,448.37622,284.0265,77847,342.20374,0.6513615,0.9391996,0.58116955,0.7166259,1.7309732,0.7048009,1
92501,1388.2175,390.4831,272.90222,82773,343.63245,0.648816,0.9705259,0.69045746,0.74394,1.9425681,0.6959817,0
69133,1153.8826,417.2752,290.33655,74905,371.00558,0.6036235,0.92939323,0.5273932,0.7612144,1.8188899,0.7370547,1
86195,1030.947,428.608,265.81274,70327,367.38037,0.73469675,0.9364244,0.5862798,0.7842205,1.9580188,0.73009336,1
60566,1166.6041,398.12512,247.19017,71187,380.84912,0.6753154,0.9473376,0.61030763,0.76588,2.2065668,0.77776897,1
79126,1001.85046,375.16644,273.63254,94101,385.51453,0.70257217,0.9498893,0.5685458,0.78943944,2.3613167,0.7537862,0
73111,1094.3524,376.70102,276.63797,80216,374.3553,0.6908545,0.9457523,0.5413558,0.7827251,1.9646857,0.7080365,1
96493,1231.8514,423.8859,280.28223,95937,351.9348,0.62612367,0.9508045,0.6514795,0.7149001,1.8709518,0.70542645,1
55173,1184.7455,407.3973,276.4544,69907,372.9776,0.6355443,0.9527609,0.5685581,0.71017236,2.0086722,0.707595,1
72877,1283.999,421.26654,276.91678,76412,333.76627,0.6139778,0.9366385,0.50773895,0.7049055,1.6022536,0.67845356,1
63155,1150.0342,409.33313,284.88574,70145,376.3536,0.61048704,0.93230385,0.5115512,0.76968086,1.9852617,0.7284349,1
56870,1167.011,403.80286,284.08765,70414,378.518,0.62106276,0.94033486,0.5346454,0.76459414,2.0271568,0.72793293,1
76886,1067.7051,386.93967,250.03279,59042,372.00742,0.72452015,0.95059633,0.61446124,0.7134788,2.117377,0.7314614,1
93022,1153.8384,396.90894,250.80653,77906,356.13385,0.71112293,0.94661397,0.5948137,0.7778629,2.009306,0.7503159,0
63383,1107.6218,470.7729,252.97223,96462,400.6566,0.6041914,0.95285577,0.56994486,0.7612206,2.5508003,0.82128596,0
53013,1282.1744,428.13065,259.4092,81638,381.97162,0.67925835,0.9703221,0.6490729,0.7281799,2.0864303,0.7727408,1
62622,1206.8246,435.10092,237.46457,77205,377.9618,0.6814369,0.95118827,0.63653684,0.77202725,2.1000934,0.79785407,0
74224,1096.478,421.13055,279.52325,68028,369.31076,0.6601846,0.9300213,0.5407493,0.77571684,1.9817858,0.70901614,1
82439,1090.4214,437.94092,230.82579,77937,376.43726,0.7667209,0.96086866,0.6783723,0.77578694,2.297617,0.7754694,0
80389,990.2337,426.78076,263.2523,64401,363.45923,0.71238106,0.9339836,0.58724487,0.7406492,1.9988191,0.71764326,1
76952,1334.4038,412.0043,270.0376,88383,353.25128,0.7013082,0.9609333,0.59986335,0.7810869,1.9217453,0.68319327,1
84265,998.7149,400.52454,276.5531,94533,365.34283,0.71552795,0.9472095,0.54443896,0.75780296,1.9725683,0.7265158,1
67383,1052.457,410.99557,261.56616,63078,372.5179,0.6688687,0.9356113,0.5677609,0.7489564,2.0737357,0.7256202,1
103819,1211.2668,421.36023,266.74152,88665,335.07034,0.7158562,0.94904363,0.6264738,0.71350163,1.6359955,0.7335781,1
83555,1074.6371,421.97192,226.31326,62350,330.2516,0.7125104,0.94858277,0.6217802,0.6501231,1.8111931,0.6807874,1
72037,1272.136,418.96835,280.92563,74956,331.73944,0.59635484,0.93583626,0.49961126,0.68801963,1.5198612,0.65928876,1
85910,1120.0242,438.0199,250.62231,75909,348.61453,0.7042993,0.9411701,0.5931103,0.80131173,2.068316,0.7247816,0
84115,1384.452,474.0256,264.6597,87154,298.61252,0.6201333,0.9474415,0.5382732,0.64145094,1.2433382,0.6108849,1
70908,1249.9635,413.71152,285.1735,74035,347.81964,0.61104465,0.9340902,0.50549006,0.72921914,1.7057431,0.69421715,1
94566,1128.5752,422.27213,293.02167,88991,359.47852,0.66939545,0.94168115,0.61902106,0.7292081,1.6598473,0.75047576,1
72598,1289.1135,450.47186,273.4794,87019,350.697,0.61840206,0.94765747,0.59912425,0.7350934,1.9979169,0.70132875,1
55416,1105.5076,462.97247,246.74661,80920,399.77905,0.5887796,0.9450745,0.5316963,0.77679634,2.4249988,0.79236025,1
61177,1167.2607,497.78714,247.01965,94396,397.29865,0.62960994,0.94988716,0.6061545,0.8352895,2.576554,0.8283446,0
77530,1189.1703,420.88626,292.1836,74410,353.51187,0.6143968,0.93311936,0.54308635,0.7101568,1.7096689,0.70625454,1
76960,1485.6277,443.52515,264.50397,103432,367.27255,0.8163497,0.97413397,0.692405,0.92390066,2.3559852,0.75383383,0
98011,1058.6935,443.94104,237.22015,68496,313.7279,0.78528476,0.9416866,0.61351293,0.7081243,1.740563,0.6729873,1
104399,979.6093,414.0542,243.37141,65981,356.36646,0.8544837,0.9582777,0.6694337,0.8127564,2.0379965,0.76742136,0
66240,1412.1797,453.95264,246.03241,82166,339.08032,0.7241159,0.9717017,0.63225496,0.73968464,2.171078,0.72987604,1
64417,1278.7493,435.26096,226.10045,67725,335.8797,0.6516394,0.9612181,0.5642024,0.74451804,1.9746339,0.72686124,1
74311,1178.5507,400.56284,252.23083,73023,359.48175,0.70816934,0.96708876,0.62838334,0.7808723,2.0242565,0.71163034,1
74223,1219.7616,432.00815,256.1546,67800,315.37534,0.62687206,0.9415778,0.5439639,0.62903774,1.6250676,0.6489143,1
83345,1207.5493,432.2751,292.69574,86207,350.61365,0.60113287,0.938252,0.5718218,0.7363262,1.7128341,0.7317933,1
85225,1266.9473,447.29935,246.49857,65286,315.1989,0.6394489,0.9584279,0.58982646,0.7076649,1.9290707,0.68318635,1
74941,1071.7859,427.02502,267.79263,69603,359.04507,0.61145943,0.92739815,0.516941,0.77027166,1.844748,0.8134122,1
67399,1190.273,405.69733,291.26355,70743,365.1881,0.6052748,0.93043184,0.5012962,0.7534088,1.8054624,0.70965344,1
96654,1166.1963,392.22552,244.29077,79273,351.3996,0.78232956,0.95021737,0.64493966,0.74585384,1.7350874,0.73541677,1
63435,1133.7144,377.8343,275.70416,71921,379.92136,0.64631385,0.9461272,0.5401076,0.7676958,2.04512,0.70724726,1
86725,1279.4358,443.42224,279.0657,81335,328.24335,0.6477316,0.94073415,0.56802857,0.6982985,1.6480459,0.69204664,1
58162,1077.5441,455.17276,253.37242,82250,398.85443,0.5818882,0.94140446,0.5291293,0.7778444,2.4863863,0.79789376,1
79166,1159.7065,377.91217,248.36246,67268,363.0213,0.6886605,0.9519645,0.6145391,0.734882,2.126796,0.7428101,1
89624,1312.0621,444.14877,257.23007,92310,320.5285,0.58210313,0.9570684,0.62871295,0.6969395,1.8656931,0.69148433,1
63972,1174.4658,458.0304,244.3964,87458,390.33197,0.6711029,0.95184386,0.6126587,0.81541157,2.508688,0.8163774,0
63561,1067.2566,428.17612,251.29558,65212,382.52118,0.65048885,0.942942,0.5786698,0.7277061,2.3387916,0.7694084,1
58814,1113.0641,429.29663,256.7107,70043,391.48932,0.632836,0.9309987,0.5516561,0.7937706,2.329115,0.7858245,1
69193,1031.2214,381.7761,267.95,69934,385.66428,0.6673389,0.9441603,0.5586883,0.728534,2.3152094,0.7394755,1
52329,1189.501,404.76898,272.6043,73860,377.86127,0.6475786,0.9610434,0.5942161,0.71908605,2.033962,0.7212138,1
59035,1150.0707,474.8275,224.87027,79880,383.29102,0.6517153,0.9232863,0.57277066,0.81621313,2.6025586,0.8209318,0
56994,1163.505,405.06207,280.85944,71561,381.58347,0.6406872,0.9516119,0.59340596,0.70268977,2.0897574,0.73455596,1
74720,1072.7885,427.13928,271.30402,71818,364.74515,0.66262215,0.9344442,0.5749881,0.7569667,1.944306,0.7280054,1
60504,1190.0723,381.8845,280.45416,77481,384.88815,0.67431366,0.95620674,0.5768119,0.7919034,2.1176877,0.6968061,1
81708,1186.5302,428.70584,297.81915,83825,353.22586,0.5918194,0.9349775,0.57082605,0.7034421,1.6054902,0.73523635,1
92320,1330.7506,466.98053,258.20322,81317,314.33054,0.6992944,0.9582331,0.6513305,0.6512393,1.7929652,0.67008066,1
93020,1224.76,411.35925,243.88864,81431,331.13196,0.69429517,0.9597295,0.64563286,0.73327947,1.9927773,0.7004137,0
93014,1117.3296,412.41956,263.57916,67558,353.8817,0.76160026,0.95107937,0.6289134,0.760032,2.0221074,0.7343292,1
65972,1128.037,395.7945,274.93497,74131,377.09006,0.6271296,0.9428501,0.5178732,0.7443194,2.12904,0.717252,1
88123,1134.8066,437.06934,272.2993,70957,342.10553,0.6956129,0.9438033,0.6083134,0.7123736,1.8646777,0.6798058,1
56113,1175.6975,357.38403,265.74652,65549,387.4602,0.6272997,0.9324632,0.52812797,0.77155715,2.0436277,0.76989925,1
66328,1079.8881,402.5328,252.05411,57432,373.96698,0.66202736,0.9468392,0.5968956,0.7126516,2.2271533,0.7604857,1
78559,1055.5636,403.20862,234.12936,59030,344.69666,0.6876446,0.9458694,0.61916286,0.65742826,2.067965,0.6973232,1
76198,1214.9728,421.53818,276.4344,70966,335.7633,0.6293316,0.9338162,0.5313531,0.69596076,1.6719419,0.66308814,1
84981,1104.5831,450.58215,287.02008,79046,358.07538,0.6528962,0.935716,0.5769791,0.7695128,1.7989693,0.73007524,1
87154,1103.7499,410.04407,240.24506,65693,330.67633,0.7426007,0.94699234,0.6097585,0.6842288,1.8328164,0.6849732,1
86216,1193.4451,441.52444,231.49136,73736,333.04764,0.6854789,0.9420508,0.59400725,0.7574296,2.1242628,0.6686578,1
91313,872.354,384.6266,271.8412,88051,384.50568,0.7484491,0.94878507,0.59321606,0.7300441,2.4699838,0.79191566,0
73266,1029.5067,433.72726,254.58862,78106,387.83624,0.6964707,0.9393023,0.6185732,0.7810823,2.2226667,0.779209,0
52558,1172.4517,403.75867,263.52182,72209,380.67883,0.6498029,0.95900744,0.58833426,0.74244976,2.0957234,0.7423963,1
60862,1265.2339,468.86353,239.22,92078,387.87354,0.66379493,0.96872044,0.6267534,0.7473043,2.3548982,0.7591718,0
82654,1197.8529,439.6856,253.67203,83502,383.62708,0.59495044,0.95591354,0.6277612,0.69090587,2.5623507,0.7113621,0
73016,1186.9343,402.12366,259.341,66831,357.19073,0.6724714,0.94985014,0.60375154,0.678061,2.0016773,0.69794863,1
52753,1184.1453,402.8052,278.10748,73456,376.43457,0.64422154,0.9585455,0.5806126,0.7099943,1.9962393,0.7054914,1
72317,1309.1143,433.22144,275.87262,79596,331.89383,0.6191309,0.94086295,0.5222772,0.69885457,1.6481563,0.6780166,1
53526,1108.7842,407.34473,262.7006,70403,382.31714,0.6292547,0.9465703,0.55259514,0.77239454,2.1830873,0.7389457,1
72357,1145.5793,415.5459,270.4519,69660,360.24692,0.65265244,0.93251514,0.54073566,0.7628102,1.9591095,0.71762204,1
77203,1095.4902,401.69162,282.86,71185,373.05432,0.6676947,0.9347267,0.5459303,0.7636833,1.913407,0.72719055,1
86567,1192.7671,385.58762,271.0571,79637,355.81708,0.6731539,0.9431583,0.57833797,0.7281413,1.7799182,0.74567413,1
79313,1059.4856,434.5107,245.21945,49299,337.2697,0.66962487,0.9422739,0.5627999,0.740625,2.249453,0.7342807,1
90327,1055.7402,452.08463,260.90323,72923,348.72504,0.72885567,0.94213843,0.6087639,0.77942675,2.05951,0.7057032,1
72846,1011.2514,423.01846,248.00449,64647,366.81427,0.6912837,0.934165,0.5854357,0.7383354,2.051954,0.7266965,1
52666,1162.3745,400.96735,279.79886,70253,382.26874,0.6297913,0.9467709,0.547971,0.7408,2.0594926,0.72850376,1
101160,891.1151,423.29214,242.59467,62943,353.81134,0.84533894,0.9422382,0.6456434,0.74812144,2.0489142,0.74694425,0
56383,1053.2325,417.0669,254.13379,69188,389.61624,0.61479336,0.92951965,0.5238817,0.795523,2.254425,0.7834993,1
59547,1210.6599,405.1477,285.0497,71847,365.9321,0.6143149,0.94399387,0.53370726,0.73347723,1.9253006,0.70361495,1
85209,1109.9844,395.37436,240.8635,55687,346.47165,0.72423416,0.95080775,0.62488115,0.68367267,2.0713263,0.7170658,1
79736,1299.3716,438.53925,277.74066,85840,343.2596,0.60554,0.94274443,0.58376753,0.71688366,1.8169308,0.689263,1
97913,1308.5879,469.6682,275.1283,84489,304.1228,0.6454011,0.945683,0.6068264,0.63671917,1.4433658,0.6642472,1
67730,1201.4865,381.29105,274.61224,76551,372.91333,0.6525825,0.9482599,0.553035,0.76167804,2.007464,0.70757306,1
54156,1125.075,398.53857,268.36963,67261,380.1054,0.6393669,0.94473356,0.55696917,0.74703526,2.106599,0.7308444,1
86068,1081.7349,375.45462,276.04517,83485,371.7235,0.7074291,0.94415075,0.5553012,0.786596,1.8463309,0.73922694,1
62738,1127.988,417.16174,265.17786,76753,393.98813,0.5940548,0.9301331,0.51854354,0.7786591,2.2797875,0.8024001,1
90539,1102.9688,414.50858,272.37167,78073,361.2421,0.71049446,0.9393817,0.57837373,0.7871915,1.9384265,0.7370344,1
72928,1172.8811,404.04117,293.58972,74066,365.44293,0.611234,0.93158066,0.5207816,0.7356396,1.772169,0.72172785,1
56973,1214.2063,410.3279,283.8966,72777,367.725,0.61801744,0.94838953,0.54709524,0.72052634,1.944752,0.70336604,1
74626,1248.6764,421.46158,278.9622,73499,331.45798,0.61339724,0.93519795,0.5170355,0.6883552,1.5679164,0.65721667,1
98428,1183.1141,438.5039,297.87573,92177,340.8157,0.6266469,0.9442811,0.6175444,0.68367463,1.5606074,0.725875,1
63763,1203.2485,384.3754,250.13116,66376,359.3369,0.60396355,0.92974037,0.5280332,0.7444785,1.9795594,0.7403121,1
76644,1238.6904,419.1314,294.57184,76679,341.71063,0.60041076,0.93448097,0.52563775,0.6897664,1.5780544,0.70113677,1
86004,1138.9309,390.8752,270.86322,79549,365.53088,0.6815839,0.9397014,0.577933,0.7722343,1.8918552,0.7521162,1
64651,1078.6558,375.2823,265.75412,81759,394.07523,0.6737499,0.94251734,0.5692344,0.7920254,2.3029087,0.8012632,0
60292,1167.4489,405.50867,289.38693,71161,376.18683,0.6178067,0.9365465,0.5263238,0.77275383,1.9659756,0.72224975,1
83185,1243.9916,447.46133,246.9202,62447,314.8847,0.64769447,0.9500742,0.57261974,0.6776986,1.8541601,0.69526285,1
63639,1088.4396,388.0935,263.36508,80216,391.8925,0.63606375,0.9432075,0.54917115,0.7809672,2.4408188,0.78838784,0
93631,1185.5774,449.47375,286.36133,96892,337.3119,0.6020816,0.9470255,0.61269116,0.72273135,1.817713,0.75885534,1
71724,1151.8124,422.75134,291.36746,77294,368.7825,0.60294646,0.9307604,0.53749466,0.76028514,1.7954242,0.740004,1
65277,1151.9683,410.88394,290.96613,74196,373.48627,0.6093755,0.9348531,0.54398346,0.7571509,1.8980317,0.73489,1
68748,1227.6326,451.9187,244.56908,84084,390.1574,0.6484106,0.9407199,0.6152997,0.810628,2.3431816,0.8139639,0
86834,924.7885,441.06995,262.43365,87705,388.20203,0.7158002,0.94325805,0.6338755,0.72540045,2.4446406,0.79259455,0
83346,1107.0665,391.26358,291.27814,79122,370.7246,0.64450425,0.9361103,0.5501077,0.7374724,1.7483474,0.74469924,1
62909,1249.3766,436.4964,241.86852,72765,352.14423,0.6534625,0.9575812,0.57185835,0.78062385,2.1805935,0.76022834,1
55953,1095.6171,367.58276,220.61562,58292,356.62057,0.6218978,0.9195343,0.5382966,0.7105912,2.2236767,0.7629593,0
64751,1273.8171,571.3697,220.31247,108200,398.7275,0.65336967,0.96675724,0.67676675,0.856256,2.6088104,0.874208,0
66812,1060.6477,400.611,269.19473,85839,399.13733,0.62806875,0.9409032,0.5601025,0.74604666,2.5202792,0.811178,0
63247,1119.2279,399.58728,273.94647,65040,379.9513,0.66237175,0.9468252,0.5864259,0.72396433,2.0975044,0.72402596,1
61794,1280.1719,428.7574,231.49954,80615,380.7066,0.70828855,0.9706947,0.6900171,0.7437638,2.0825915,0.80812985,0
74354,1226.6897,418.7936,280.589,71629,337.43924,0.6200705,0.93370926,0.5231514,0.7004343,1.642341,0.6659472,1
66921,1067.8477,452.1214,255.91731,71929,385.83038,0.6482568,0.93888944,0.57798105,0.7510649,2.459167,0.78053254,0
61251,1271.0621,393.69232,229.90218,68556,362.26025,0.65156406,0.9535747,0.55967426,0.77436537,2.1277308,0.7483524,1
73915,1151.8402,426.36295,293.64526,79642,367.11008,0.60129684,0.93157023,0.5462895,0.75577563,1.7638038,0.74098825,1
71276,1230.6395,400.66486,283.50427,81571,356.80313,0.6830551,0.9581638,0.56548536,0.7536131,1.8572652,0.68151945,1
71646,976.02386,381.74948,274.51605,87244,397.83923,0.5863915,0.93895644,0.5277815,0.71435237,2.375974,0.7755412,0
87938,1174.3489,439.91467,295.703,85245,348.67358,0.6114031,0.9380734,0.58751535,0.7034643,1.6168061,0.7269912,1
59100,1141.911,426.52075,253.44995,80341,388.9303,0.6343987,0.9563177,0.58975697,0.7930763,2.314375,0.76474565,1
62225,1229.3619,464.0206,227.75058,87248,387.76892,0.6331149,0.9638354,0.6044769,0.78530085,2.4427407,0.7883641,0
69323,1154.6906,416.75647,289.70206,74600,370.40134,0.6052586,0.92974967,0.5272809,0.76155853,1.8251438,0.73713166,1
66720,1230.056,413.76788,272.34766,69989,351.1177,0.60748804,0.93371487,0.49717978,0.73550624,1.812432,0.71126413,1
57135,1077.7633,464.91113,251.52707,80083,398.96658,0.574393,0.9305175,0.5476855,0.7922889,2.397496,0.80734783,1
103686,1281.2288,452.2887,260.8171,95532,314.68433,0.7111101,0.9597576,0.64142084,0.7700472,1.9006189,0.68590343,1
66930,1126.4468,419.05905,284.34784,73516,376.47894,0.6065409,0.928364,0.52195054,0.76632035,1.9429286,0.7481166,1
71995,1248.398,416.44272,279.07098,81764,340.09595,0.6389936,0.9576582,0.55287623,0.6746104,1.7346065,0.6582052,1
58031,1157.9355,395.01245,268.30426,65680,373.17505,0.6165883,0.93623644,0.50454885,0.76862735,2.0003037,0.7383739,1
61776,1166.6514,401.34692,195.3674,61248,331.88248,0.5777062,0.9301266,0.5195843,0.71834373,2.1377826,0.7744113,0
75975,1261.9731,420.05746,279.7611,78780,349.64346,0.63104504,0.9363979,0.531109,0.73588383,1.7552896,0.71090335,1
89486,1310.0115,455.37775,274.1642,88738,329.17233,0.66348845,0.94737256,0.5722476,0.6975013,1.4590969,0.6679491,1
56142,1120.6927,435.97134,237.79729,65418,371.93274,0.62579274,0.9434393,0.51192635,0.7914946,2.2189436,0.7753798,1
